C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_36_735.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_36_735.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_36_735.jpg, 0, 0, 0, 7.909589E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_36_842.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_36_842.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_36_842.jpg, 0, 0, 0, 7.925302E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_36_947.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_36_947.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_36_947.jpg, 0, 0, 0, 7.795648E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_051.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_051.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_051.jpg, 0, 0, 0, 7.945715E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_152.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_152.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_152.jpg, 0, 0, 0, 7.826206E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_252.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_252.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_252.jpg, 0, 0, 0, 7.764546E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_357.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_357.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_357.jpg, 0, 0, 0, 7.809255E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_461.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_461.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_461.jpg, 0, 0, 0, 7.800649E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_562.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_562.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_562.jpg, 0, 0, 0, 7.85379E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_672.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_672.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_672.jpg, 0, 0, 0, 7.817415E-05
C:\Users\Rafael\Desktop\tcc\IMG\center_2020_03_13_17_50_37_781.jpg, C:\Users\Rafael\Desktop\tcc\IMG\left_2020_03_13_17_50_37_781.jpg, C:\Users\Rafael\Desktop\tcc\IMG\right_2020_03_13_17_50_37_781.jpg, 0, 0, 0, 7.812855E-05
